,Cocktail Name,Ingredients,Garnish,Preparation,All Ingredients
225,MOCHA-BERRY,"Whipped cream, Cocoa powder, Chambord raspberry liqueur, Coffee, ",,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.","Whipped cream, Cocoa powder, Chambord raspberry liqueur, Coffee, ,"
226,MUNICH MULE,"lemon, Cucumber, Ginger Beer, Lime Juice, Gin, ",,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice","lemon, Cucumber, Ginger Beer, Lime Juice, Gin, ,"
228,MONKEY WRENCH,"Bitters, Grapefruit juice, Light rum, ",,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,"Bitters, Grapefruit juice, Light rum, ,"
229,MIDNIGHT MANX,"Coffee, Heavy cream, Goldschlager, Baileys irish cream, Kahlua, ",,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!","Coffee, Heavy cream, Goldschlager, Baileys irish cream, Kahlua, ,"
230,MOTHER'S MILK,"Milk, Butterscotch schnapps, Goldschlager, ",,"Shake over ice, strain. Serves two.","Milk, Butterscotch schnapps, Goldschlager, ,"
231,MIDNIGHT MINT,"Cream, White Creme de Menthe, Baileys irish cream, ",,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.","Cream, White Creme de Menthe, Baileys irish cream, ,"
232,MARY PICKFORD,"Maraschino cherry, Grenadine, Maraschino liqueur, Pineapple juice, Light rum, ",,Shake and strain into a chilled large cocktail glass,"Maraschino cherry, Grenadine, Maraschino liqueur, Pineapple juice, Light rum, ,"
234,NEW YORK SOUR,"Cherry, Lemon, Red wine, Sugar, Lemon, Blended whiskey, ",,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.","Cherry, Lemon, Red wine, Sugar, Lemon, Blended whiskey, ,"
235,NUTTY IRISHMAN,"Milk, Frangelico, Baileys irish cream, ",,Serve over ice,"Milk, Frangelico, Baileys irish cream, ,"
236,NATIONAL AQUARIUM,"Lemon-lime soda, Sour mix, Blue Curacao, Gin, Vodka, Rum, ",,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,"Lemon-lime soda, Sour mix, Blue Curacao, Gin, Vodka, Rum, ,"
237,NEW YORK LEMONADE,"Club soda, Lemon juice, Grand Marnier, Absolut Citron, ",,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,"Club soda, Lemon juice, Grand Marnier, Absolut Citron, ,"
238,ORGASM,"Light cream, Vodka, Triple sec, Amaretto, Creme de Cacao, ",,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.","Light cream, Vodka, Triple sec, Amaretto, Creme de Cacao, ,"
239,OLD PAL,"Dry Vermouth, Campari, Rye whiskey, ",,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.","Dry Vermouth, Campari, Rye whiskey, ,"
240,ORANGE WHIP,"Ice, Cream, Vodka, Rum, Orange juice, ",,Pour ingredients over ice and stir.,"Ice, Cream, Vodka, Rum, Orange juice, ,"
241,ORANGE OASIS,"Ginger ale, Orange juice, Gin, Cherry brandy, ",,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.","Ginger ale, Orange juice, Gin, Cherry brandy, ,"
243,OLD FASHIONED,"Water, Sugar, Angostura bitters, Bourbon, ",,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.","Water, Sugar, Angostura bitters, Bourbon, ,"
244,OREO MUDSLIDE,"Oreo cookie, Vanilla ice-cream, Baileys irish cream, Kahlua, Vodka, ",,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.","Oreo cookie, Vanilla ice-cream, Baileys irish cream, Kahlua, Vodka, ,"
245,ORANGE PUSH-UP,"Sour mix, Orange juice, Grenadine, Spiced rum, ",,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,"Sour mix, Orange juice, Grenadine, Spiced rum, ,"
246,OATMEAL COOKIE,"Goldschlager, Jagermeister, Butterscotch schnapps, Bailey, Kahlua, ",,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.","Goldschlager, Jagermeister, Butterscotch schnapps, Bailey, Kahlua, ,"
247,ORANGE ROSEMARY COLLINS,"Orange Peel, Rosemary, Soda Water, Rosemary Syrup, Lemon Juice, Orange Juice, Gin, ",,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,"Orange Peel, Rosemary, Soda Water, Rosemary Syrup, Lemon Juice, Orange Juice, Gin, ,"
248,OWEN'S GRANDMOTHER'S REVENGE,"Ice, Lemonade, Beer, Whiskey, ",,Add ingredients and mix in blender.,"Ice, Lemonade, Beer, Whiskey, ,"
250,PINK GIN,"Gin, Bitters, ",,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.","Gin, Bitters, ,"
251,PARADISE,"Orange Juice, Apricot Brandy, Gin, ",,Shake together over ice. Strain into cocktail glass and serve chilled.,"Orange Juice, Apricot Brandy, Gin, ,"
252,PINK LADY,"Egg white, Light cream, Grenadine, Gin, ",,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Egg white, Light cream, Grenadine, Gin, ,"
253,PEGU CLUB,"Orange Bitters, Angostura Bitters, Lime Juice, Orange Curacao, Gin, ",,"Shake, strain, up, cocktail glass","Orange Bitters, Angostura Bitters, Lime Juice, Orange Curacao, Gin, ,"
255,PORTO FLIP,"Egg Yolk, Port, Brandy, ",,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.","Egg Yolk, Port, Brandy, ,"
256,PENICILLIN,"Islay single malt Scotch, Ginger Syrup, Honey syrup, Lemon Juice, Blended Scotch, ",,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.","Islay single malt Scotch, Ginger Syrup, Honey syrup, Lemon Juice, Blended Scotch, ,"
257,PINA COLADA,"Pineapple, Coconut milk, Light rum, ",,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.","Pineapple, Coconut milk, Light rum, ,"
258,PINK PENOCHA,"Cranberry juice, Orange juice, Peach schnapps, Vodka, Everclear, ",,mix all ingredients into bowl keep iced stir frequently,"Cranberry juice, Orange juice, Peach schnapps, Vodka, Everclear, ,"
259,PURE PASSION,"Mint, Peach Bitters, Passion fruit syrup, Lime Juice, Passoa, Rum, ",,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,"Mint, Peach Bitters, Passion fruit syrup, Lime Juice, Passoa, Rum, ,"
260,POPPED CHERRY,"Orange juice, Cranberry juice, Cherry liqueur, Vodka, ",,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,"Orange juice, Cranberry juice, Cherry liqueur, Vodka, ,"
261,POPPY COCKTAIL,"Creme de Cacao, Gin, ",,"Shake ingredients with ice, strain into a cocktail glass, and serve.","Creme de Cacao, Gin, ,"
262,PORT WINE FLIP,"Nutmeg, Egg, Powdered sugar, Light cream, Port, ",,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,"Nutmeg, Egg, Powdered sugar, Light cream, Port, ,"
263,PLANTER'S PUNCH,"Pineapple juice, Orange juice, Orgeat syrup, Dark rum, ",,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.","Pineapple juice, Orange juice, Orgeat syrup, Dark rum, ,"
264,PINEAPPLE PALOMA,"Pepper, Lime, Pineapple Juice, Fresh Lime Juice, Grapefruit Juice, Tequila, ",,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.","Pepper, Lime, Pineapple Juice, Fresh Lime Juice, Grapefruit Juice, Tequila, ,"
265,PORT AND STARBOARD,"Green Creme de Menthe, Grenadine, ",,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.","Green Creme de Menthe, Grenadine, ,"
266,PORT WINE COCKTAIL,"Brandy, Port, ",,"Stir ingredients with ice, strain into a cocktail glass, and serve.","Brandy, Port, ,"
267,PINK PANTY PULLDOWNS,"Vodka, Pink lemonade, Sprite, ",,Shake well,"Vodka, Pink lemonade, Sprite, ,"
268,PASSION FRUIT MARTINI,"Passion fruit juice, Sugar Syrup, Vodka, ",,Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,"Passion fruit juice, Sugar Syrup, Vodka, ,"
269,QUENTIN,"Nutmeg, Light cream, Kahlua, Dark rum, ",,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.","Nutmeg, Light cream, Kahlua, Dark rum, ,"
270,QUEEN BEE,"Sherry, Lime vodka, Coffee brandy, ",,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Sherry, Lime vodka, Coffee brandy, ,"
271,QUICK F**K,"Baileys irish cream, Midori melon liqueur, Kahlua, ",,"In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream","Baileys irish cream, Midori melon liqueur, Kahlua, ,"
272,QUICK-SAND,"Orange juice, Black Sambuca, ",,"Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!","Orange juice, Black Sambuca, ,"
273,QUEEN CHARLOTTE,"Lemon-lime soda, Grenadine, Red wine, ",,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.","Lemon-lime soda, Grenadine, Red wine, ,"
274,QUEEN ELIZABETH,"Benedictine, Gin, Dry Vermouth, ",,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","Benedictine, Gin, Dry Vermouth, ,"
275,QUAKER'S COCKTAIL,"Raspberry syrup, Lemon, Brandy, Light rum, ",,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","Raspberry syrup, Lemon, Brandy, Light rum, ,"
276,QUARTER DECK COCKTAIL,"Lime, Sherry, Light rum, ",,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","Lime, Sherry, Light rum, ,"
277,ROSE,"Powdered sugar, Grenadine, Lemon juice, Apricot brandy, Gin, Dry Vermouth, ",,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.","Powdered sugar, Grenadine, Lemon juice, Apricot brandy, Gin, Dry Vermouth, ,"
278,RADLER,"7-Up, Beer, ",,"Pour beer into large mug, slowly add the 7-up (or Sprite).","7-Up, Beer, ,"
279,RUM SOUR,"Maraschino cherry, Orange, Sugar, Lemon juice, Light rum, ",,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.","Maraschino cherry, Orange, Sugar, Lemon juice, Light rum, ,"
280,RUM TODDY,"Water, Lemon peel, Powdered sugar, Rum, ",,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,"Water, Lemon peel, Powdered sugar, Rum, ,"
281,RUM PUNCH,"Ice, Orange juice, Fruit punch, Ginger ale, Rum, ",,Mix all ingredients in a punch bowl and serve.,"Ice, Orange juice, Fruit punch, Ginger ale, Rum, ,"
282,ROYAL FIZZ,"Coca-Cola, Egg, Sweet and sour, Gin, ",,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,"Coca-Cola, Egg, Sweet and sour, Gin, ,"
283,RUM COOLER,"Lemon, Lemon-lime soda, Rum, ",,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,"Lemon, Lemon-lime soda, Rum, ,"
284,RUSTY NAIL,"Lemon peel, Drambuie, Scotch, ",,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,"Lemon peel, Drambuie, Scotch, ,"
285,RUM RUNNER,"Cranberry juice, Pineapple juice, Orange juice, Blackberry brandy, Malibu rum, ",,Mix all ingredients in glass & add ice.,"Cranberry juice, Pineapple juice, Orange juice, Blackberry brandy, Malibu rum, ,"
286,RUM COBBLER,"Orange, Maraschino cherry, Dark rum, Lemon, Club soda, Sugar, ",,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.","Orange, Maraschino cherry, Dark rum, Lemon, Club soda, Sugar, ,"
287,RED SNAPPER,"Cranberry juice, Amaretto, Crown Royal, ",,"One shot each, shake n shoot","Cranberry juice, Amaretto, Crown Royal, ,"
288,ROYAL FLUSH,"Cranberry juice, Chambord raspberry liqueur, Peach schnapps, Crown Royal, ",,Pour all the ingredients into tumbler over ice. Strain into glass.,"Cranberry juice, Chambord raspberry liqueur, Peach schnapps, Crown Royal, ,"
289,ROYAL BITCH,"Crown Royal, Frangelico, ",,Into a shot glass layer the Crown Royal on top of the Frangelico.,"Crown Royal, Frangelico, ,"
290,RUBY TUESDAY,"Grenadine, Cranberry juice, Gin, ",,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,"Grenadine, Cranberry juice, Gin, ,"
291,ROSEMARY BLUE,"Rosemary, Tonic Water, Blue Curacao, Gin, ",,"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix.","Rosemary, Tonic Water, Blue Curacao, Gin, ,"
292,ROYAL GIN FIZZ,"Carbonated water, Egg, Powdered sugar, Lemon, Gin, ",,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","Carbonated water, Egg, Powdered sugar, Lemon, Gin, ,"
293,RUM MILK PUNCH,"Nutmeg, Powdered sugar, Milk, Light rum, ",,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,"Nutmeg, Powdered sugar, Milk, Light rum, ,"
294,RASPBERRY JULEP,"Mint, Raspberry syrup, Bourbon, ",,"Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.","Mint, Raspberry syrup, Bourbon, ,"
295,RUM SCREWDRIVER,"Orange juice, Light rum, ",,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.","Orange juice, Light rum, ,"
296,RASPBERRY COOLER,"Ice, Lemon-lime soda, Raspberry vodka, ",,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,"Ice, Lemon-lime soda, Raspberry vodka, ,"
297,RUM OLD-FASHIONED,"Lime peel, Water, Bitters, Powdered sugar, 151 proof rum, Light rum, ",,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.","Lime peel, Water, Bitters, Powdered sugar, 151 proof rum, Light rum, ,"
298,RUSSIAN SPRING PUNCH,"Lemon Juice, Sugar Syrup, Creme de Cassis, Vodka, ",,"Pour the ingredients into an highball glass, top with Sparkling wine.","Lemon Juice, Sugar Syrup, Creme de Cassis, Vodka, ,"
299,RADIOACTIVE LONG ISLAND ICED TEA,"Malibu rum, Midori melon liqueur, Chambord raspberry liqueur, Triple sec, Gin, Tequila, Vodka, Rum, ",,Pour all ingredients over ice in a very tall glass. Sip cautiously.,"Malibu rum, Midori melon liqueur, Chambord raspberry liqueur, Triple sec, Gin, Tequila, Vodka, Rum, ,"
300,SMUT,"Orange juice, Pepsi Cola, Peach schnapps, Red wine, ",,Throw it all together and serve real cold.,"Orange juice, Pepsi Cola, Peach schnapps, Red wine, ,"
301,SPRITZ,"Soda Water, Campari, Prosecco, ",,"Build into glass over ice, garnish and serve.","Soda Water, Campari, Prosecco, ,"
303,SCOOTER,"Light cream, Amaretto, Brandy, ",,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.","Light cream, Amaretto, Brandy, ,"
306,SNOWBALL,"Ice, Lemon, Lemonade, Advocaat, ",,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,"Ice, Lemon, Lemonade, Advocaat, ,"
